chromosome	start	end	score
chr2	165281640	165281765	2
chr2	165281765	165281790	1.36
chr2	165281790	165281815	1.24
chr2	165281815	165281990	2
chr2	165281990	165282015	0.84
chr2	165282015	165282065	1
chr2	165282065	165282090	1.52
chr2	165282090	165282165	2
chr2	165282165	165282190	1.64
chr2	165282190	165282240	1
chr2	165282240	165282265	0.88
chr2	165282790	165282815	0.92
chr2	165282815	165282965	1
chr2	165282965	165282990	0.48
chr2	165282990	165283015	0.28
chr2	165283015	165283190	1
chr2	165283190	165283215	0.12
chr2	165283490	165283515	0.72
chr2	165283515	165283665	1
chr2	165283665	165283690	0.68
chr2	165283865	165283890	0.08
chr2	165283890	165283940	1
chr2	165283940	165283965	1.24
chr2	165283965	165284065	2
chr2	165284065	165284090	1.32
chr2	165284090	165284140	1
chr2	165284140	165284165	0.16
chr2	165284365	165284390	0.88
chr2	165284390	165284540	1
chr2	165284540	165284565	0.52
chr2	165284715	165284740	0.84
chr2	165284740	165284890	1
chr2	165284890	165284915	0.56
chr2	165285215	165285240	1.36
chr2	165285240	165285390	3
chr2	165285390	165285415	2.52
chr2	165285415	165285440	0.32
chr2	165285615	165285640	0.76
chr2	165285640	165285790	1
chr2	165285790	165285815	0.64
chr2	165285815	165285840	0.2
chr2	165285840	165286015	1
chr2	165286015	165286040	0.2
chr2	165286165	165286190	0.68
chr2	165286190	165286315	1
chr2	165286315	165286340	2.36
chr2	165286340	165286365	2.72
chr2	165286365	165286390	2
chr2	165286390	165286415	2.32
chr2	165286415	165286440	4
chr2	165286440	165286465	4.24
chr2	165286465	165286490	5.56
chr2	165286490	165286515	5.44
chr2	165286515	165286590	4
chr2	165286590	165286615	2.48
chr2	165286615	165286640	2
chr2	165286640	165286665	1.4
chr2	165286665	165286790	1
chr2	165286790	165286815	1.36
chr2	165286815	165286840	2
chr2	165286840	165286990	1
chr2	165286990	165287015	0.04
chr2	165287365	165287390	0.28
chr2	165287390	165287565	1
chr2	165287565	165287590	0.12
chr2	165287665	165287690	0.32
chr2	165287690	165287865	1
chr2	165287865	165287890	0.08
chr2	165288190	165288215	0.32
chr2	165288215	165288265	1
chr2	165288265	165288290	1.96
chr2	165288290	165288390	2
chr2	165288390	165288415	1.08
chr2	165288415	165288440	1
chr2	165288440	165288465	0.44
chr2	165288515	165288540	0.8
chr2	165288540	165288690	1
chr2	165288690	165288715	1.2
chr2	165288715	165288865	1
chr2	165288865	165288890	0.8
chr2	165289840	165289865	0.16
chr2	165289865	165290040	1
chr2	165290040	165290065	0.24
chr2	165290340	165290365	0.04
chr2	165290365	165290540	1
chr2	165290540	165290565	0.36
chr2	165291515	165291540	0.04
chr2	165291540	165291590	1
chr2	165291590	165291615	1.52
chr2	165291615	165291640	2.44
chr2	165291640	165291715	3
chr2	165291715	165291740	2.36
chr2	165291740	165291765	2
chr2	165291765	165291790	1.88
chr2	165291790	165291815	0.96
chr2	165291940	165291965	0.28
chr2	165291965	165292140	1
chr2	165292140	165292165	0.12
chr2	165292190	165292215	0.68
chr2	165292215	165292365	1
chr2	165292365	165292390	0.72
chr2	165292440	165292465	0.76
chr2	165292465	165292515	1
chr2	165292515	165292615	2
chr2	165292615	165292640	1.64
chr2	165292640	165292690	1
chr2	165292690	165292715	0.4
chr2	165292790	165292815	0.92
chr2	165292815	165292965	1
chr2	165292965	165292990	0.48
chr2	165292990	165293015	0.28
chr2	165293015	165293090	1
chr2	165293090	165293115	1.24
chr2	165293115	165293190	2
chr2	165293190	165293215	1.12
chr2	165293215	165293290	1
chr2	165293290	165293315	0.16
chr2	165293315	165293340	0.64
chr2	165293340	165293365	2.04
chr2	165293365	165293440	3
chr2	165293440	165293465	3.36
chr2	165293465	165293490	4
chr2	165293490	165293515	3.8
chr2	165293515	165293540	3.76
chr2	165293540	165293565	2.72
chr2	165293565	165293640	3
chr2	165293640	165293665	2.04
chr2	165293665	165293690	3
chr2	165293690	165293715	3.4
chr2	165293715	165293740	5.6
chr2	165293740	165293840	5
chr2	165293840	165293865	4.4
chr2	165293865	165293890	4
chr2	165293890	165293915	0.64
chr2	165293990	165294015	0.6
chr2	165294015	165294040	1.88
chr2	165294040	165294090	2
chr2	165294090	165294115	2.88
chr2	165294115	165294165	3
chr2	165294165	165294190	2.8
chr2	165294190	165294215	1.52
chr2	165294215	165294240	1.84
chr2	165294240	165294265	2.48
chr2	165294265	165294290	2.52
chr2	165294290	165294340	2
chr2	165294340	165294365	2.48
chr2	165294365	165294390	3
chr2	165294390	165294415	2.56
chr2	165294415	165294440	1.92
chr2	165294440	165294515	1
chr2	165294515	165294540	0.92
chr2	165295015	165295040	0.88
chr2	165295040	165295190	1
chr2	165295190	165295215	0.52
chr2	165295815	165295840	0.24
chr2	165295840	165295990	1
chr2	165295990	165296015	1.8
chr2	165296015	165296040	1.16
chr2	165296040	165296165	1
chr2	165296165	165296190	0.6
chr2	165296240	165296265	0.6
chr2	165296265	165296415	1
chr2	165296415	165296440	0.8
chr2	165297840	165297865	0.84
chr2	165297865	165298015	1
chr2	165298015	165298040	0.56
chr2	165298840	165298865	0.76
chr2	165298865	165299015	1
chr2	165299015	165299040	0.64
chr2	165299090	165299115	0.36
chr2	165299115	165299265	1
chr2	165299265	165299290	1.2
chr2	165299290	165299315	1.04
chr2	165299315	165299340	1
chr2	165299340	165299365	1.48
chr2	165299365	165299390	2
chr2	165299390	165299415	2.4
chr2	165299415	165299465	4
chr2	165299465	165299490	3.2
chr2	165299490	165299515	3
chr2	165299515	165299540	2.92
chr2	165299540	165299590	2
chr2	165299590	165299615	0.4
chr2	165299765	165299790	0.84
chr2	165299790	165299940	1
chr2	165299940	165299965	0.56
chr2	165300190	165300215	0.6
chr2	165300215	165300365	2
chr2	165300365	165300390	1.96
chr2	165300390	165300415	0.24
chr2	165300790	165300815	1.8
chr2	165300815	165300965	2
chr2	165300965	165300990	1
chr2	165301265	165301290	0.96
chr2	165301290	165301440	1
chr2	165301440	165301465	0.44
chr2	165302065	165302090	0.92
chr2	165302090	165302240	1
chr2	165302240	165302265	1.12
chr2	165302265	165302340	2
chr2	165302340	165302365	2.8
chr2	165302365	165302440	3
chr2	165302440	165302465	1.16
chr2	165302465	165302515	1
chr2	165302515	165302540	0.6
chr2	165303015	165303040	0.08
chr2	165303040	165303215	1
chr2	165303215	165303240	0.32
chr2	165303440	165303465	0.8
chr2	165303465	165303515	1
chr2	165303515	165303540	1.56
chr2	165303540	165303590	2
chr2	165303590	165303615	2.96
chr2	165303615	165303640	2.6
chr2	165303640	165303690	2
chr2	165303690	165303715	1.84
chr2	165303715	165303765	1
chr2	165303765	165303790	0.44
chr2	165304315	165304340	0.2
chr2	165304340	165304490	1
chr2	165304490	165304515	1.8
chr2	165304515	165304540	1.2
chr2	165304540	165304665	1
chr2	165304665	165304690	0.6
chr2	165304765	165304790	0.52
chr2	165304790	165304865	1
chr2	165304865	165304890	1.64
chr2	165304890	165304940	2
chr2	165304940	165304965	1.88
chr2	165304965	165304990	1
chr2	165304990	165305015	1.48
chr2	165305015	165305040	3
chr2	165305040	165305065	2.76
chr2	165305065	165305165	2
chr2	165305165	165305190	2.76
chr2	165305190	165305215	1.32
chr2	165305215	165305340	1
chr2	165305340	165305365	0.64
chr2	165305415	165305440	0.44
chr2	165305440	165305590	1
chr2	165305590	165305615	0.96
chr2	165305815	165305840	0.88
chr2	165305840	165305890	1
chr2	165305890	165305915	1.28
chr2	165305915	165305990	2
chr2	165305990	165306015	1.52
chr2	165306015	165306090	1
chr2	165306090	165306115	0.12
chr2	165307640	165307665	0.44
chr2	165307665	165307815	1
chr2	165307815	165307840	0.96
chr2	165307940	165307965	0.56
chr2	165307965	165308115	1
chr2	165308115	165308140	0.84
chr2	165308165	165308340	1
chr2	165308340	165308365	0.4
chr2	165309365	165309390	0.68
chr2	165309390	165309540	1
chr2	165309540	165309565	0.72
chr2	165309690	165309715	0.68
chr2	165309715	165309790	1
chr2	165309790	165309815	2.76
chr2	165309815	165309865	3
chr2	165309865	165309890	2.72
chr2	165309890	165309965	2
chr2	165309965	165309990	1.04
chr2	165310290	165310315	0.12
chr2	165310315	165310490	1
chr2	165310490	165310515	0.28
chr2	165310940	165310965	0.24
chr2	165310965	165310990	2.36
chr2	165310990	165311140	3
chr2	165311140	165311165	1.6
chr2	165311565	165311590	0.16
chr2	165311590	165311765	1
chr2	165311765	165311790	0.24
chr2	165312440	165312465	0.24
chr2	165312465	165312640	1
chr2	165312640	165312665	0.16
chr2	165312765	165312790	1.24
chr2	165312790	165312940	3
chr2	165312940	165312965	2.72
chr2	165312965	165312990	0.24
chr2	165313590	165313615	1.2
chr2	165313615	165313765	2
chr2	165313765	165313790	1.6
chr2	165313865	165313890	0.76
chr2	165313890	165314040	1
chr2	165314040	165314065	0.64
chr2	165314565	165314590	0.44
chr2	165314590	165314740	1
chr2	165314740	165314765	1.88
chr2	165314765	165314915	1
chr2	165314915	165314940	0.48
chr2	165315065	165315090	0.16
chr2	165315090	165315215	1
chr2	165315215	165315240	1.04
chr2	165315240	165315265	2
chr2	165315265	165315290	1.24
chr2	165315290	165315415	1
chr2	165315415	165315465	0.36
chr2	165315465	165315640	1
chr2	165315640	165315665	0.04
chr2	165315790	165315815	0.92
chr2	165315815	165315940	2
chr2	165315940	165315965	2.64
chr2	165315965	165315990	3.2
chr2	165315990	165316015	2.2
chr2	165316015	165316115	2
chr2	165316115	165316140	1.76
chr2	165316140	165316165	0.88
chr2	165316215	165316240	0.76
chr2	165316240	165316390	2
chr2	165316390	165316415	1.72
chr2	165316415	165316440	0.32
chr2	165317090	165317265	1
chr2	165317265	165317290	0.4
chr2	165317890	165317915	0.48
chr2	165317915	165318065	1
chr2	165318065	165318090	0.92
chr2	165318265	165318290	0.56
chr2	165318290	165318440	1
chr2	165318440	165318465	0.84
chr2	165318690	165318715	0.52
chr2	165318715	165318740	1.6
chr2	165318740	165318765	2
chr2	165318765	165318790	2.88
chr2	165318790	165318865	3
chr2	165318865	165318890	2.88
chr2	165318890	165318915	1.8
chr2	165318915	165318940	1
chr2	165318940	165318965	0.52
chr2	165319215	165319240	0.04
chr2	165319240	165319265	1
chr2	165319265	165319290	1.12
chr2	165319290	165319340	2
chr2	165319340	165319365	2.4
chr2	165319365	165319415	3
chr2	165319415	165319440	2.36
chr2	165319440	165319465	2
chr2	165319465	165319490	1.28
chr2	165319490	165319540	1
chr2	165319640	165319665	0.2
chr2	165319665	165319690	1.56
chr2	165319690	165319740	2
chr2	165319740	165319765	3.84
chr2	165319765	165319790	4.56
chr2	165319790	165319840	5
chr2	165319840	165319865	4.04
chr2	165319865	165319890	3.76
chr2	165319890	165319915	4
chr2	165319915	165319940	2.96
chr2	165319940	165319965	1.84
chr2	165319965	165319990	1.76
chr2	165319990	165320040	2
chr2	165320040	165320065	1.64
chr2	165320065	165320140	1
chr2	165320140	165320165	0.64
chr2	165320290	165320315	0.36
chr2	165320315	165320490	1
chr2	165320490	165320515	0.04
chr2	165320565	165320590	0.16
chr2	165320590	165320765	1
chr2	165320765	165320790	0.76
chr2	165320790	165320940	1
chr2	165320940	165320965	0.88
chr2	165322040	165322065	0.36
chr2	165322065	165322240	1
chr2	165322240	165322265	0.04
chr2	165322840	165322865	0.84
chr2	165322865	165322890	1
chr2	165322890	165322915	1.12
chr2	165322915	165323015	2
chr2	165323015	165323040	1.56
chr2	165323040	165323090	1
chr2	165323090	165323115	0.28
chr2	165323715	165323740	1.6
chr2	165323740	165323890	2
chr2	165323890	165323915	1.2
chr2	165324415	165324440	0.72
chr2	165324440	165324590	1
chr2	165324590	165324615	0.68
chr2	165325140	165325165	0.88
chr2	165325165	165325190	1.04
chr2	165325190	165325315	2
chr2	165325315	165325340	1.52
chr2	165325340	165325365	1
chr2	165325365	165325390	0.36
chr2	165325390	165325565	1
chr2	165325565	165325590	0.4
chr2	165326040	165326065	0.72
chr2	165326065	165326215	1
chr2	165326215	165326240	0.68
chr2	165326515	165326540	0.24
chr2	165326540	165326565	1.88
chr2	165326565	165326715	2
chr2	165326715	165326740	0.68
chr2	165326815	165326840	0.92
chr2	165326840	165326990	1
chr2	165326990	165327015	0.48
chr2	165327590	165327615	0.6
chr2	165327615	165327765	1
chr2	165327765	165327790	0.8
chr2	165328015	165328040	0.6
chr2	165328040	165328065	1.8
chr2	165328065	165328190	2
chr2	165328190	165328215	1.8
chr2	165328215	165328240	0.6
chr2	165328265	165328290	0.52
chr2	165328290	165328315	1.64
chr2	165328315	165328390	2
chr2	165328390	165328415	2.24
chr2	165328415	165328440	3
chr2	165328440	165328465	2.88
chr2	165328465	165328490	1.76
chr2	165328490	165328540	1
chr2	165328540	165328565	2.8
chr2	165328565	165328590	3.88
chr2	165328590	165328615	3.16
chr2	165328615	165328690	3
chr2	165328690	165328715	3.32
chr2	165328715	165328740	3
chr2	165328740	165328765	1.52
chr2	165328765	165328890	1
chr2	165328890	165328915	0.08
chr2	165328965	165328990	0.88
chr2	165328990	165329140	1
chr2	165329140	165329165	0.8
chr2	165329165	165329340	1
chr2	165329340	165329365	0.12
chr2	165329390	165329415	0.92
chr2	165329415	165329440	1.92
chr2	165329440	165329565	2
chr2	165329565	165329590	1.48
chr2	165329590	165329615	0.48
chr2	165329765	165329790	0.44
chr2	165329790	165329815	1.84
chr2	165329815	165329940	2
chr2	165329940	165329965	1.96
chr2	165329965	165329990	0.56
chr2	165330290	165330315	0.4
chr2	165330315	165330490	1
chr2	165330515	165330540	0.48
chr2	165330540	165330690	1
chr2	165330690	165330715	0.92
chr2	165331140	165331165	0.28
chr2	165331165	165331190	1.16
chr2	165331190	165331340	2
chr2	165331340	165331365	1.16
chr2	165331365	165331390	1.24
chr2	165331390	165331415	1.92
chr2	165331415	165331440	2
chr2	165331440	165331465	2.36
chr2	165331465	165331515	3
chr2	165331515	165331540	3.16
chr2	165331540	165331565	3.36
chr2	165331565	165331590	2.48
chr2	165331590	165331640	2
chr2	165331640	165331665	1.04
chr2	165331665	165331690	1.2
chr2	165331690	165331715	2
chr2	165331715	165331740	1.24
chr2	165331740	165331865	1
chr2	165331865	165331890	0.2
chr2	165332265	165332290	0.72
chr2	165332290	165332440	1
chr2	165332440	165332465	0.68
chr2	165332565	165332590	0.56
chr2	165332590	165332615	2
chr2	165332615	165332665	3
chr2	165332665	165332690	3.28
chr2	165332690	165332765	4
chr2	165332765	165332790	2.24
chr2	165332790	165332815	1.4
chr2	165332815	165332865	1
chr2	165332865	165332890	0.4
chr2	165332890	165333065	1
chr2	165333065	165333090	0.12
chr2	165333190	165333215	0.84
chr2	165333215	165333365	1
chr2	165333365	165333390	0.56
chr2	165333490	165333515	0.56
chr2	165333515	165333665	1
chr2	165333665	165333690	0.84
chr2	165334940	165334965	0.6
chr2	165334965	165335115	1
chr2	165335115	165335140	0.8
chr2	165335740	165335765	0.48
chr2	165335765	165335815	1
chr2	165335815	165335840	1.12
chr2	165335840	165335915	2
chr2	165335915	165335940	1.92
chr2	165335940	165335965	1.04
chr2	165335965	165336015	2
chr2	165336015	165336040	1.28
chr2	165336040	165336140	1
chr2	165336140	165336165	0.36
chr2	165336515	165336540	0.12
chr2	165336540	165336715	1
chr2	165336715	165336740	0.28
chr2	165337415	165337440	0.32
chr2	165337440	165337615	1
chr2	165337615	165337640	0.08
chr2	165338215	165338240	0.52
chr2	165338240	165338265	1.84
chr2	165338265	165338390	2
chr2	165338390	165338415	1.88
chr2	165338415	165338440	0.56
chr2	165338590	165338615	0.28
chr2	165338615	165338665	1
chr2	165338665	165338690	1.4
chr2	165338690	165338765	2
chr2	165338765	165338790	2.72
chr2	165338790	165338815	2.12
chr2	165338815	165338865	2
chr2	165338865	165338940	1
chr2	165338940	165338965	1.24
chr2	165338965	165339115	1
chr2	165339115	165339140	0.84
chr2	165339890	165339915	0.84
chr2	165339915	165340065	1
chr2	165340065	165340090	0.56
chr2	165340290	165340315	0.08
chr2	165340315	165340490	1
chr2	165340490	165340515	0.32
chr2	165340890	165340915	0.76
chr2	165340915	165341040	1
chr2	165341040	165341065	1.68
chr2	165341065	165341090	1.64
chr2	165341090	165341215	1
chr2	165341215	165341240	0.72
chr2	165341890	165341915	0.04
chr2	165341915	165342040	1
chr2	165342040	165342065	1.56
chr2	165342065	165342090	2
chr2	165342090	165342115	1.36
chr2	165342115	165342215	1
chr2	165342215	165342240	0.84
chr2	165342615	165342640	0.72
chr2	165342640	165342790	1
chr2	165342790	165342815	0.68
chr2	165343465	165343490	0.28
chr2	165343490	165343565	1
chr2	165343565	165343590	3.4
chr2	165343590	165343615	5.28
chr2	165343615	165343665	6
chr2	165343665	165343690	5.12
chr2	165343690	165343740	5
chr2	165343740	165343765	4.2
chr2	165343765	165343790	1
chr2	165343790	165343815	0.12
chr2	165344190	165344215	0.92
chr2	165344215	165344365	1
chr2	165344365	165344390	0.48
chr2	165344565	165344590	0.56
chr2	165344590	165344740	1
chr2	165344740	165344765	0.84
chr2	165345565	165345740	1
chr2	165345740	165345765	0.4
chr2	165346140	165346165	0.8
chr2	165346165	165346215	1
chr2	165346215	165346240	1.72
chr2	165346240	165346315	2
chr2	165346315	165346340	1.6
chr2	165346340	165346390	1
chr2	165346390	165346415	0.68
chr2	165346515	165346540	0.32
chr2	165346540	165346715	1
chr2	165346715	165346740	0.08
chr2	165346965	165346990	0.28
chr2	165346990	165347165	1
chr2	165347165	165347190	0.12
chr2	165347715	165347740	1
chr2	165347740	165347765	1.76
chr2	165347765	165347890	2
chr2	165347890	165347915	1.88
chr2	165347915	165347940	1.64
chr2	165347940	165348040	1
chr2	165348040	165348065	1.76
chr2	165348065	165348090	1.92
chr2	165348090	165348215	1
chr2	165348215	165348240	0.64
chr2	165348290	165348315	0.04
chr2	165348315	165348340	1.08
chr2	165348340	165348490	2
chr2	165348490	165348515	1.36
chr2	165348515	165348540	0.32
chr2	165348640	165348665	1.24
chr2	165348665	165348690	3.68
chr2	165348690	165348715	4
chr2	165348715	165348740	4.6
chr2	165348740	165348815	6
chr2	165348815	165348840	5.56
chr2	165348840	165348865	3.12
chr2	165348865	165348890	2
chr2	165348890	165348915	1.8
chr2	165348915	165348940	0.4
chr2	165349165	165349190	0.2
chr2	165349190	165349265	1
chr2	165349265	165349290	1.6
chr2	165349290	165349365	2
chr2	165349365	165349390	1.2
chr2	165349390	165349440	1
chr2	165349440	165349465	0.8
chr2	165349740	165349765	0.32
chr2	165349765	165349865	1
chr2	165349865	165349890	1.16
chr2	165349890	165349940	2
chr2	165349940	165349965	1.08
chr2	165349965	165350040	1
chr2	165350040	165350065	1.4
chr2	165350065	165350090	1.24
chr2	165350090	165350240	1
chr2	165350240	165350265	0.24
chr2	165350265	165350440	1
chr2	165350440	165350465	0.16
chr2	165350615	165350640	0.68
chr2	165350640	165350715	1
chr2	165350715	165350740	1.04
chr2	165350740	165350790	2
chr2	165350790	165350815	1.72
chr2	165350815	165350915	1
chr2	165350915	165350940	0.36
chr2	165350940	165350965	0.64
chr2	165350965	165351115	1
chr2	165351115	165351140	0.76
chr2	165351415	165351440	0.52
chr2	165351440	165351465	1.68
chr2	165351465	165351590	2
chr2	165351590	165351615	1.88
chr2	165351615	165351640	0.72
chr2	165351665	165351690	0.16
chr2	165351690	165351865	1
chr2	165351865	165351890	0.24
chr2	165351890	165351915	0.92
chr2	165351915	165351990	1
chr2	165351990	165352015	1.32
chr2	165352015	165352065	2
chr2	165352065	165352090	1.48
chr2	165352090	165352115	1
chr2	165352115	165352140	1.76
chr2	165352140	165352165	2.52
chr2	165352165	165352190	3
chr2	165352190	165352215	2.08
chr2	165352215	165352290	2
chr2	165352290	165352315	1.64
chr2	165352315	165352340	0.88
chr2	165352615	165352640	0.52
chr2	165352640	165352790	1
chr2	165352790	165352815	0.88
chr2	165353115	165353140	0.28
chr2	165353140	165353315	1
chr2	165353315	165353340	0.12
chr2	165353440	165353465	0.2
chr2	165353465	165353640	1
chr2	165353640	165353665	0.2
chr2	165353740	165353765	0.96
chr2	165353765	165353915	1
chr2	165353915	165353940	0.44
chr2	165353990	165354015	0.76
chr2	165354015	165354115	1
chr2	165354115	165354140	1.96
chr2	165354140	165354165	2
chr2	165354165	165354190	2.52
chr2	165354190	165354290	2
chr2	165354290	165354315	1.44
chr2	165354315	165354340	1
chr2	165354340	165354365	0.52
chr2	165354390	165354490	1
chr2	165354490	165354515	1.68
chr2	165354515	165354565	2
chr2	165354565	165354590	1.4
chr2	165354590	165354615	1.56
chr2	165354615	165354665	2
chr2	165354665	165354690	1.72
chr2	165354690	165354765	1
chr2	165354765	165354790	0.84
chr2	165354965	165354990	0.36
chr2	165354990	165355015	1
chr2	165355015	165355040	2.28
chr2	165355040	165355165	3
chr2	165355165	165355190	2.04
chr2	165355190	165355215	1.52
chr2	165355615	165355640	0.64
chr2	165355640	165355790	1
chr2	165355790	165355815	0.76
chr2	165356390	165356415	0.04
chr2	165356415	165356590	1
chr2	165356590	165356615	0.36
chr2	165356615	165356640	0.4
chr2	165356640	165356815	1
chr2	165357190	165357365	1
chr2	165357365	165357390	0.4
chr2	165357540	165357565	0.56
chr2	165357565	165357590	1
chr2	165357590	165357615	1.68
chr2	165357615	165357715	2
chr2	165357715	165357765	1.84
chr2	165357765	165357790	1.72
chr2	165357790	165357865	1
chr2	165357865	165357890	1.52
chr2	165357890	165357915	2.84
chr2	165357915	165357940	2.56
chr2	165357940	165357965	2
chr2	165357965	165357990	2.24
chr2	165357990	165358040	3
chr2	165358040	165358065	2.88
chr2	165358065	165358090	1.56
chr2	165358090	165358115	1.96
chr2	165358115	165358140	3
chr2	165358140	165358165	4.08
chr2	165358165	165358190	4.16
chr2	165358190	165358265	4
chr2	165358265	165358290	3.56
chr2	165358290	165358315	2.28
chr2	165358315	165358340	1.72
chr2	165358415	165358440	0.72
chr2	165358440	165358515	1
chr2	165358515	165358540	1.16
chr2	165358540	165358590	2
chr2	165358590	165358615	2.2
chr2	165358615	165358715	2
chr2	165358715	165358740	1.24
chr2	165358740	165358765	1
chr2	165358765	165358790	0.88
chr2	165359415	165359440	0.16
chr2	165359440	165359465	1
chr2	165359465	165359490	1.44
chr2	165359490	165359615	2
chr2	165359615	165359640	1.24
chr2	165359640	165359665	0.96
chr2	165360515	165360540	0.36
chr2	165360540	165360665	1
chr2	165360665	165360690	1.36
chr2	165360690	165360715	2
chr2	165360715	165360740	1.04
chr2	165360740	165360865	1
chr2	165360865	165360890	0.04
chr2	165361290	165361315	0.76
chr2	165361315	165361465	1
chr2	165361465	165361490	0.64
chr2	165361565	165361590	0.4
chr2	165361590	165361615	1.4
chr2	165361615	165361640	2
chr2	165361640	165361665	2.6
chr2	165361665	165361740	3
chr2	165361740	165361765	3.48
chr2	165361765	165361790	3.2
chr2	165361790	165361815	3
chr2	165361815	165361840	2.8
chr2	165361840	165361915	2
chr2	165361915	165361940	1.92
chr2	165361940	165361965	1
chr2	165361965	165361990	0.2
chr2	165362090	165362115	0.68
chr2	165362115	165362265	1
chr2	165362265	165362290	0.72
chr2	165362740	165362765	0.36
chr2	165362765	165362940	1
chr2	165362940	165362965	0.32
chr2	165362965	165363140	1
chr2	165363140	165363165	0.12
chr2	165363590	165363615	0.64
chr2	165363615	165363765	1
chr2	165363765	165363790	0.76
chr2	165364940	165364965	0.92
chr2	165364965	165365090	1
chr2	165365090	165365115	1.4
chr2	165365115	165365140	1.48
chr2	165365140	165365290	1
chr2	165365415	165365440	1.28
chr2	165365440	165365590	2
chr2	165365590	165365615	1.52
chr2	165365840	165365865	0.6
chr2	165365865	165365890	1
chr2	165365890	165365915	1.76
chr2	165365915	165366015	2
chr2	165366015	165366040	1.84
chr2	165366040	165366065	2
chr2	165366065	165366090	1.64
chr2	165366090	165366140	1
chr2	165366140	165366165	1.96
chr2	165366165	165366190	2.2
chr2	165366190	165366215	3
chr2	165366215	165366240	2.36
chr2	165366240	165366315	2
chr2	165366315	165366340	1.44
chr2	165366340	165366365	1
chr2	165366365	165366390	0.2
chr2	165366390	165366415	0.12
chr2	165366415	165366590	1
chr2	165366590	165366615	0.28
chr2	165367590	165367615	0.96
chr2	165367615	165367690	1
chr2	165367690	165367715	1.92
chr2	165367715	165367765	2
chr2	165367765	165367790	1.44
chr2	165367790	165367865	1
chr2	165367865	165367890	0.48
chr2	165368065	165368090	0.64
chr2	165368090	165368215	1
chr2	165368215	165368240	1.12
chr2	165368240	165368265	1.76
chr2	165368265	165368390	1
chr2	165368390	165368415	1.68
chr2	165368415	165368440	1.28
chr2	165368440	165368565	1
chr2	165368565	165368590	0.72
chr2	165369065	165369090	0.12
chr2	165369090	165369140	1
chr2	165369140	165369165	2.88
chr2	165369165	165369265	3
chr2	165369265	165369290	2.28
chr2	165369290	165369315	2
chr2	165369315	165369340	0.92
chr2	165369340	165369365	0.04
chr2	165369365	165369540	1
chr2	165369540	165369565	0.36
chr2	165370190	165370215	1
chr2	165370215	165370240	1.84
chr2	165370240	165370365	2
chr2	165370365	165370390	2.28
chr2	165370390	165370415	1.56
chr2	165370415	165370540	1
chr2	165370540	165370565	0.52
chr2	165370890	165370915	0.52
chr2	165370915	165370940	1.16
chr2	165370940	165371040	2
chr2	165371040	165371065	2.08
chr2	165371065	165371090	2.88
chr2	165371090	165371115	2
chr2	165371115	165371140	1.24
chr2	165371140	165371240	1
chr2	165371240	165371265	0.32
chr2	165371490	165371515	0.72
chr2	165371515	165371665	1
chr2	165371665	165371690	0.68
chr2	165371740	165371765	0.28
chr2	165371765	165371940	1
chr2	165371940	165371965	0.12
chr2	165371965	165371990	0.84
chr2	165371990	165372140	1
chr2	165372140	165372165	0.56
chr2	165372990	165373015	0.28
chr2	165373015	165373190	1
chr2	165373190	165373215	0.12
chr2	165373215	165373240	0.6
chr2	165373240	165373265	2.76
chr2	165373265	165373390	3
chr2	165373390	165373415	2.8
chr2	165373415	165373440	1.04
chr2	165373640	165373665	0.8
chr2	165373665	165373715	2
chr2	165373715	165373740	2.56
chr2	165373740	165373840	3
chr2	165373840	165373890	1
chr2	165373890	165373915	0.84
chr2	165374640	165374665	0.92
chr2	165374665	165374765	1
chr2	165374765	165374815	2
chr2	165374815	165374840	1.88
chr2	165374840	165374940	2
chr2	165374940	165374965	1.4
chr2	165374965	165375015	1
chr2	165376265	165376290	0.56
chr2	165376290	165376440	1
chr2	165376440	165376465	1.04
chr2	165376465	165376640	1
chr2	165376640	165376665	0.2
chr2	165376690	165376715	0.68
chr2	165376715	165376865	1
chr2	165376865	165376890	1.64
chr2	165376890	165376940	1
chr2	165376940	165376965	1.12
chr2	165376965	165377015	2
chr2	165377015	165377040	2.84
chr2	165377040	165377065	2.48
chr2	165377065	165377090	2
chr2	165377090	165377115	2.48
chr2	165377115	165377140	3
chr2	165377140	165377165	2.28
chr2	165377165	165377190	2
chr2	165377190	165377215	1.56
chr2	165377215	165377265	1
chr2	165377265	165377290	0.92
chr2	165377790	165377815	0.68
chr2	165377815	165377965	1
chr2	165377965	165377990	0.72
chr2	165379215	165379240	0.16
chr2	165379240	165379415	1
chr2	165379415	165379440	0.24
chr2	165380015	165380040	0.36
chr2	165380040	165380215	1
chr2	165380215	165380240	0.04
chr2	165380565	165380590	0.64
chr2	165380590	165380715	1
chr2	165380715	165380740	1.68
chr2	165380740	165380765	1.76
chr2	165380765	165380890	1
chr2	165380890	165380915	0.72
chr2	165381940	165382115	1
chr2	165382115	165382140	0.4
chr2	165382290	165382315	0.2
chr2	165382315	165382340	1
chr2	165382340	165382365	1.72
chr2	165382365	165382490	2
chr2	165382490	165382515	2.08
chr2	165382515	165382540	1.68
chr2	165382540	165382615	1
chr2	165382615	165382640	1.68
chr2	165382640	165382665	2.12
chr2	165382665	165382690	2.52
chr2	165382690	165382790	2
chr2	165382790	165382815	1.72
chr2	165382815	165382840	1
chr2	165382840	165382865	0.28
