chromosome	start	end	score
chr2	165286347	165286348	0.118203
chr2	165286348	165286366	0.122994
chr2	165286366	165286376	0.108024
chr2	165286376	165286379	0.11
chr2	165286379	165286383	0.107365
chr2	165286383	165286397	0.098923
chr2	165286397	165286398	0.097546
chr2	165286398	165286402	0.098923
chr2	165286402	165286421	0.094132
chr2	165286421	165286422	0.096228
chr2	165286422	165286423	0.097366
chr2	165286423	165286428	0.095449
chr2	165286428	165286442	0.091137
chr2	165286442	165286447	0.014073
chr2	165286447	165286448	0.009941
chr2	165286448	165286449	0.00521
chr2	165286449	165286463	0.009522
chr2	165286463	165286476	0.011019
chr2	165286476	165286479	0.009043
chr2	165286479	165286521	0.011737
chr2	165286521	165286522	0.009641
chr2	165286522	165286531	0.008503
chr2	165286531	165286547	0.012157
chr2	165286547	165286549	0.013773
chr2	165286549	165286553	0.009461
chr2	165286553	165286563	0.012515
chr2	165286563	165286568	0.011018
chr2	165286568	165286575	0.012396
chr2	165286575	165286579	0.014492
chr2	165286579	165286590	0.011798
chr2	165286590	165286592	0.013415
chr2	165286592	165286604	0.014552
chr2	165286604	165286626	0.016109
chr2	165286626	165286628	0.017786
chr2	165286628	165286631	0.019642
chr2	165286631	165286640	0.017545
chr2	165286640	165286646	0.02575
chr2	165286646	165286647	0.027187
chr2	165286647	165286652	0.025631
chr2	165286652	165286653	0.022577
chr2	165286653	165286656	0.028324
chr2	165286656	165286662	0.036529
chr2	165286662	165286668	0.038565
chr2	165286668	165286675	0.037187
chr2	165286675	165286689	0.035151
chr2	165286689	165286692	0.032336
chr2	165286692	165286697	0.033414
chr2	165286697	165286704	0.037007
chr2	165286704	165286705	0.03539
chr2	165286705	165286714	0.037606
chr2	165286714	165286726	0.04054
chr2	165286726	165286728	0.038923
chr2	165286728	165286731	0.037067
chr2	165286731	165286740	0.03545
chr2	165286740	165286744	0.027246
chr2	165286744	165286745	0.029042
chr2	165286745	165286746	0.034671
chr2	165286746	165286747	0.036766
chr2	165286747	165286753	0.038204
chr2	165286753	165286754	0.032456
chr2	165286754	165286756	0.033474
chr2	165286756	165286757	0.02527
chr2	165286757	165286761	0.028264
chr2	165286761	165286762	0.029581
chr2	165286762	165286764	0.027485
chr2	165286764	165286771	0.02988
chr2	165286771	165286777	0.032753
chr2	165286777	165286791	0.038501
chr2	165286791	165286792	0.039399
chr2	165286792	165286797	0.038381
chr2	165286797	165286802	0.034848
chr2	165286802	165286805	0.040118
chr2	165286805	165286811	0.037902
chr2	165286811	165286812	0.040716
chr2	165286812	165286814	0.042872
chr2	165286814	165286828	0.039999
chr2	165286828	165286830	0.041376
chr2	165286830	165286832	0.048981
chr2	165286832	165286834	0.051256
chr2	165286834	165286836	0.054849
chr2	165286836	165286840	0.061675
chr2	165286840	165286844	0.056046
chr2	165286844	165286846	0.055387
chr2	165286846	165286847	0.051795
chr2	165286847	165286854	0.050357
chr2	165286854	165286855	0.049339
chr2	165286855	165286857	0.052094
chr2	165286857	165286861	0.0491
chr2	165286861	165286862	0.04952
chr2	165286862	165286864	0.052574
chr2	165286864	165286870	0.050179
chr2	165286870	165286871	0.051795
chr2	165286871	165286877	0.048862
chr2	165286877	165286888	0.044132
chr2	165286888	165286891	0.055329
chr2	165286891	165286898	0.06
chr2	165286898	165286902	0.067785
chr2	165286902	165286906	0.062515
chr2	165286906	165286911	0.064311
chr2	165286911	165286912	0.061497
chr2	165286912	165286928	0.059281
chr2	165286928	165286930	0.057964
chr2	165286930	165286932	0.050359
chr2	165286932	165286933	0.048084
chr2	165286933	165286934	0.041318
chr2	165286934	165286936	0.037785
chr2	165286936	165286938	0.040001
chr2	165286938	165286939	0.041498
chr2	165286939	165286940	0.042995
chr2	165286940	165286944	0.044013
chr2	165286944	165286945	0.042875
chr2	165286945	165286947	0.044791
chr2	165286947	165286948	0.046887
chr2	165286948	165286953	0.048743
chr2	165286953	165286955	0.049462
chr2	165286955	165286958	0.046707
chr2	165286958	165286959	0.051856
chr2	165286959	165286961	0.054191
chr2	165286961	165286962	0.055089
chr2	165286962	165286963	0.052035
chr2	165286963	165286964	0.057664
chr2	165286964	165286970	0.062934
chr2	165286970	165286977	0.061317
chr2	165286977	165286982	0.061676
chr2	165286982	165286985	0.06473
chr2	165286985	165286987	0.070537
chr2	165286987	165286988	0.073351
chr2	165286988	165286989	0.062095
chr2	165286989	165286990	0.063891
chr2	165286990	165286991	0.065688
chr2	165286991	165286995	0.060119
chr2	165286995	165286998	0.061736
chr2	165286998	165287006	0.053951
chr2	165287006	165287021	0.052155
chr2	165287021	165287023	0.053652
chr2	165287023	165287028	0.055149
chr2	165287028	165287033	0.058203
chr2	165287033	165287036	0.065988
chr2	165287036	165287038	0.063772
chr2	165287038	165287039	0.063412
chr2	165287039	165287040	0.061915
chr2	165287040	165287045	0.060837
chr2	165287045	165287047	0.058981
chr2	165287047	165287053	0.056646
chr2	165287053	165287057	0.055927
chr2	165287057	165287058	0.058682
chr2	165287058	165287059	0.053533
chr2	165287059	165287061	0.051198
chr2	165287061	165287063	0.048504
chr2	165287063	165287064	0.037605
chr2	165287064	165287066	0.039282
chr2	165287066	165287073	0.043952
chr2	165287073	165287076	0.048324
chr2	165287076	165287077	0.049821
chr2	165287077	165287082	0.048444
chr2	165287082	165287085	0.04539
chr2	165287085	165287086	0.039583
chr2	165287086	165287087	0.04096
chr2	165287087	165287089	0.038146
chr2	165287089	165287090	0.036349
chr2	165287090	165287095	0.034553
chr2	165287095	165287104	0.032876
chr2	165287104	165287112	0.034672
chr2	165287112	165287118	0.036768
chr2	165287118	165287120	0.038684
chr2	165287120	165287123	0.038803
chr2	165287123	165287128	0.037306
chr2	165287128	165287132	0.034312
chr2	165287132	165287133	0.026527
chr2	165287133	165287138	0.028743
chr2	165287138	165287140	0.027605
chr2	165287140	165287142	0.033533
chr2	165287142	165287143	0.041019
chr2	165287143	165287145	0.039342
chr2	165287145	165287146	0.044851
chr2	165287146	165287147	0.053712
chr2	165287147	165287150	0.055388
chr2	165287150	165287154	0.052633
chr2	165287154	165287160	0.055927
chr2	165287160	165287164	0.061735
chr2	165287164	165287166	0.061435
chr2	165287166	165287168	0.056765
chr2	165287168	165287169	0.0594
chr2	165287169	165287173	0.057184
chr2	165287173	165287176	0.054968
chr2	165287176	165287182	0.053471
chr2	165287182	165287186	0.055687
chr2	165287186	165287204	0.05431
chr2	165287204	165287208	0.052513
chr2	165287208	165287212	0.05413
chr2	165287212	165287213	0.052034
chr2	165287213	165287218	0.053711
chr2	165287218	165287220	0.055148
chr2	165287220	165287228	0.054969
chr2	165287228	165287232	0.056585
chr2	165287232	165287233	0.058022
chr2	165287233	165287237	0.055807
chr2	165287237	165287240	0.057483
chr2	165287240	165287242	0.053772
chr2	165287242	165287245	0.046346
chr2	165287245	165287246	0.040837
chr2	165287246	165287247	0.031976
chr2	165287247	165287252	0.030359
chr2	165287252	165287254	0.032395
chr2	165287254	165287260	0.029042
chr2	165287260	165287264	0.023234
chr2	165287264	165287268	0.021857
chr2	165287268	165287280	0.020599
chr2	165287280	165287282	0.022575
chr2	165287282	165287301	0.020359
chr2	165287301	165287304	0.022156
chr2	165287304	165287308	0.024132
chr2	165287308	165287313	0.022515
chr2	165287313	165287316	0.020839
chr2	165287316	165287317	0.025509
chr2	165287317	165287318	0.028263
chr2	165287318	165287320	0.02497
chr2	165287320	165287325	0.023533
chr2	165287325	165287327	0.027426
chr2	165287327	165287328	0.03006
chr2	165287328	165287329	0.028444
chr2	165287329	165287330	0.031258
chr2	165287330	165287332	0.034073
chr2	165287332	165287333	0.035271
chr2	165287333	165287334	0.038025
chr2	165287334	165287335	0.047367
chr2	165287335	165287337	0.052037
chr2	165287337	165287338	0.05036
chr2	165287338	165287340	0.047546
chr2	165287340	165287341	0.042695
chr2	165287341	165287342	0.046347
chr2	165287342	165287352	0.047844
chr2	165287352	165287357	0.045868
chr2	165287357	165287361	0.046886
chr2	165287361	165287368	0.052694
chr2	165287368	165287380	0.059341
chr2	165287380	165287385	0.057306
chr2	165287385	165287397	0.059521
chr2	165287397	165287398	0.064252
chr2	165287398	165287399	0.069701
chr2	165287399	165287401	0.074971
chr2	165287401	165287402	0.073175
chr2	165287402	165287404	0.077905
chr2	165287404	165287407	0.075929
chr2	165287407	165287416	0.080599
chr2	165287416	165287417	0.075929
chr2	165287417	165287418	0.073174
chr2	165287418	165287425	0.071379
chr2	165287425	165287427	0.067426
chr2	165287427	165287429	0.064791
chr2	165287429	165287432	0.061917
chr2	165287432	165287433	0.06503
chr2	165287433	165287434	0.067665
chr2	165287434	165287435	0.061556
chr2	165287435	165287436	0.06485
chr2	165287436	165287439	0.065868
chr2	165287439	165287441	0.067246
chr2	165287441	165287442	0.063593
chr2	165287442	165287443	0.062097
chr2	165287443	165287450	0.064851
chr2	165287450	165287457	0.065929
chr2	165287457	165287461	0.064851
chr2	165287461	165287467	0.059043
chr2	165287467	165287472	0.051079
chr2	165287472	165287474	0.053115
chr2	165287474	165287476	0.054013
chr2	165287476	165287479	0.05569
chr2	165287479	165287484	0.057127
chr2	165287484	165287485	0.058983
chr2	165287485	165287486	0.056767
chr2	165287486	165287494	0.058863
chr2	165287494	165287497	0.06024
chr2	165287497	165287498	0.05557
chr2	165287498	165287499	0.05006
chr2	165287499	165287502	0.044791
chr2	165287502	165287507	0.037246
chr2	165287507	165287513	0.032575
chr2	165287513	165287526	0.029761
chr2	165287526	165287532	0.020659
chr2	165287532	165287533	0.023773
chr2	165287533	165287534	0.022156
chr2	165287534	165287536	0.02054
chr2	165287536	165287539	0.019522
chr2	165287539	165287543	0.018144
chr2	165287543	165287547	0.015389
chr2	165287547	165287550	0.018623
chr2	165287550	165287555	0.017605
chr2	165287555	165287560	0.014371
chr2	165287560	165287563	0.017006
chr2	165287563	165287567	0.019222
chr2	165287567	165287568	0.021018
chr2	165287568	165287569	0.026587
chr2	165287569	165287570	0.025689
chr2	165287570	165287574	0.023713
chr2	165287574	165287575	0.025509
chr2	165287575	165287576	0.027486
chr2	165287576	165287577	0.025869
chr2	165287577	165287579	0.030539
chr2	165287579	165287583	0.029102
chr2	165287583	165287586	0.027306
chr2	165287586	165287594	0.02521
chr2	165287594	165287595	0.023833
chr2	165287595	165287606	0.02545
chr2	165287606	165287607	0.029282
chr2	165287607	165287624	0.031198
chr2	165287624	165287632	0.032935
chr2	165287632	165287638	0.031798
chr2	165287638	165287647	0.032516
chr2	165287647	165287649	0.03575
chr2	165287649	165287656	0.037487
chr2	165287656	165287660	0.038864
chr2	165287660	165287663	0.036229
chr2	165287663	165287665	0.033953
chr2	165287665	165287667	0.035391
chr2	165287667	165287668	0.033534
chr2	165287668	165287674	0.028025
chr2	165287674	165287675	0.026228
chr2	165287675	165287676	0.024252
chr2	165287676	165287677	0.027007
chr2	165287677	165287679	0.025869
chr2	165287679	165287687	0.029163
chr2	165287687	165287692	0.031019
chr2	165287692	165287695	0.032696
chr2	165287695	165287697	0.031079
chr2	165287697	165287706	0.032815
chr2	165287706	165287707	0.028983
chr2	165287707	165287713	0.027007
chr2	165287713	165287715	0.028324
chr2	165287715	165287716	0.030121
chr2	165287716	165287719	0.031498
chr2	165287719	165287722	0.03533
chr2	165287722	165287724	0.038383
chr2	165287724	165287728	0.036587
chr2	165287728	165287732	0.038563
chr2	165287732	165287736	0.038623
chr2	165287736	165287738	0.040419
chr2	165287738	165287747	0.039701
chr2	165287747	165287749	0.036407
chr2	165287749	165287755	0.03473
chr2	165287755	165287756	0.038622
chr2	165287756	165287757	0.037245
chr2	165287757	165287758	0.042574
chr2	165287758	165287765	0.045628
chr2	165287765	165287776	0.04419
chr2	165287776	165287777	0.041436
chr2	165287777	165287779	0.037903
chr2	165287779	165287787	0.036465
chr2	165287787	165287790	0.034669
chr2	165287790	165287791	0.036705
chr2	165287791	165287792	0.03934
chr2	165287792	165287797	0.037603
chr2	165287797	165287807	0.035866
chr2	165287807	165287813	0.03874
chr2	165287813	165287815	0.0394
chr2	165287815	165287816	0.037663
chr2	165287816	165287819	0.036286
chr2	165287819	165287822	0.03425
chr2	165287822	165287828	0.031197
chr2	165287828	165287832	0.02922
chr2	165287832	165287836	0.027244
chr2	165287836	165287855	0.025448
chr2	165287855	165287857	0.021555
chr2	165287857	165287858	0.016227
chr2	165287858	165287859	0.013173
chr2	165287859	165287861	0.017005
chr2	165287861	165287865	0.020778
chr2	165287865	165287876	0.022514
chr2	165287876	165287879	0.024311
chr2	165287879	165287880	0.022454
chr2	165287880	165287890	0.025268
chr2	165287890	165287891	0.023232
chr2	165287891	165287907	0.020598
chr2	165287907	165287913	0.017784
chr2	165287913	165287919	0.015807
chr2	165287919	165287935	0.014011
chr2	165287935	165287941	0.018083
chr2	165287941	165287942	0.0197
chr2	165287942	165287958	0.021856
chr2	165287958	165287959	0.025688
chr2	165287959	165287961	0.021856
chr2	165287961	165287965	0.018023
chr2	165287965	165287976	0.016287
chr2	165287976	165287979	0.014491
chr2	165287979	165287980	0.016167
chr2	165287980	165287984	0.013293
chr2	165287984	165287990	0.018203
chr2	165287990	165288007	0.020119
chr2	165288007	165288009	0.021616
chr2	165288009	165288015	0.023593
chr2	165288015	165288023	0.027425
chr2	165288023	165288025	0.028443
chr2	165288025	165288033	0.030179
chr2	165288033	165288034	0.033173
chr2	165288034	165288035	0.037245
chr2	165288035	165288038	0.033173
chr2	165288038	165288041	0.036287
chr2	165288041	165288042	0.03467
chr2	165288042	165288049	0.032574
chr2	165288049	165288050	0.038382
chr2	165288050	165288058	0.0394
chr2	165288058	165288063	0.035568
chr2	165288063	165288071	0.038682
chr2	165288071	165288079	0.043532
chr2	165288079	165288084	0.041855
chr2	165288084	165288090	0.037005
chr2	165288090	165288107	0.035029
chr2	165288107	165288109	0.033532
chr2	165288109	165288115	0.031616
chr2	165288115	165288118	0.027784
chr2	165288118	165288123	0.023712
chr2	165288123	165288124	0.022694
chr2	165288124	165288129	0.020957
chr2	165288129	165288133	0.028803
chr2	165288133	165288136	0.025809
chr2	165288136	165288138	0.029881
chr2	165288138	165288149	0.026767
chr2	165288149	165288150	0.020959
chr2	165288150	165288163	0.019941
chr2	165288163	165288168	0.016827
chr2	165288168	165288171	0.019821
chr2	165288171	165288179	0.014911
chr2	165288179	165288182	0.022757
chr2	165288182	165288188	0.024673
chr2	165288188	165288216	0.026051
chr2	165288216	165288229	0.027788
chr2	165288229	165288236	0.019942
chr2	165288236	165288253	0.01587
chr2	165288253	165288268	0.017847
chr2	165288268	165288279	0.014853
chr2	165288279	165288282	0.007007
chr2	165288282	165288287	0.005031
chr2	165288287	165288301	0.003653
chr2	165288301	165288310	0.006947
chr2	165288310	165288311	0.003653
chr2	165288311	165288316	0.041497
chr2	165288316	165288338	0.03976
chr2	165288338	165288353	0.041377
chr2	165288353	165288370	0.039461
chr2	165288370	165288398	0.077305
chr2	165288398	165288399	0.039461
chr2	165288399	165288406	0.078742
chr2	165288406	165288436	0.040898
chr2	165288436	165288437	0.042634
chr2	165288437	165288438	0.04473
chr2	165288438	165288446	0.043114
chr2	165288446	165288447	0.04473
chr2	165288447	165288457	0.046706
chr2	165288457	165288471	0.048203
chr2	165288471	165288496	0.010359
chr2	165288496	165288499	0.012634
chr2	165288499	165288520	0.011197
chr2	165288520	165288536	0.013413
chr2	165288536	165288537	0.011676
chr2	165288537	165288539	0.00958
chr2	165288539	165288540	0.007364
chr2	165288540	165288546	0.00958
chr2	165288546	165288557	0.005988
chr2	165288557	165288571	0.004491
chr2	165288571	165288584	0.006587
chr2	165288584	165288596	0.008562
chr2	165288596	165288607	0.006287
chr2	165288607	165288615	0.008503
chr2	165288615	165288617	0.01
chr2	165288617	165288621	0.012275
chr2	165288621	165288634	0.010059
chr2	165288634	165288650	0.012155
chr2	165288650	165288651	0.017365
chr2	165288651	165288652	0.028323
chr2	165288652	165288661	0.03527
chr2	165288661	165288662	0.024312
chr2	165288662	165288671	0.017365
chr2	165288671	165288684	0.015269
chr2	165288684	165288686	0.013294
chr2	165288686	165288688	0.014731
chr2	165288688	165288696	0.019941
chr2	165288696	165288706	0.022635
chr2	165288706	165288707	0.024731
chr2	165288707	165288715	0.022515
chr2	165288715	165288717	0.021018
chr2	165288717	165288731	0.018743
chr2	165288731	165288733	0.017306
chr2	165288733	165288734	0.018743
chr2	165288734	165288745	0.016647
chr2	165288745	165288750	0.019342
chr2	165288750	165288765	0.014132
chr2	165288765	165288766	0.015509
chr2	165288766	165288786	0.017665
chr2	165288786	165288788	0.012455
chr2	165288788	165288794	0.011018
chr2	165288794	165288806	0.008323
chr2	165288806	165288845	0.006227
chr2	165288845	165288855	0.003533
chr2	165288855	165288865	0.004252
chr2	165288865	165288866	0.002875
chr2	165288866	165288907	0.000719
chr2	165288907	165288924	0.002455
chr2	165288924	165288947	0.004611
chr2	165288947	165288951	0.00533
chr2	165288951	165288969	0.004611
chr2	165288969	165288988	0.006767
chr2	165288988	165289007	0.008144
chr2	165289007	165289024	0.006408
chr2	165289024	165289047	0.004252
chr2	165289047	165289059	0.003533
chr2	165289059	165289060	0.00527
chr2	165289060	165289069	0.007545
chr2	165289069	165289088	0.005389
chr2	165289088	165289128	0.004012
chr2	165289128	165289145	0.006168
chr2	165289145	165289159	0.007545
chr2	165289159	165289160	0.005808
chr2	165289160	165289228	0.003533
chr2	165289228	165289236	0.001377
chr2	165289236	165289243	0.002814
chr2	165289243	165289245	0.005089
chr2	165289245	165289281	0.003712
chr2	165289281	165289304	0.007006
chr2	165289304	165289336	0.0103
chr2	165289336	165289343	0.008863
chr2	165289343	165289364	0.006588
chr2	165289364	165289381	0.007486
chr2	165289381	165289388	0.004192
chr2	165289388	165289404	0.006288
chr2	165289404	165289431	0.002994
chr2	165289431	165289464	0.005089
chr2	165289464	165289485	0.004191
chr2	165289485	165289488	0.005628
chr2	165289488	165289522	0.003533
chr2	165289522	165289531	0.00503
chr2	165289531	165289538	0.002934
chr2	165289538	165289551	0.006228
chr2	165289551	165289585	0.007905
chr2	165289585	165289602	0.008264
chr2	165289602	165289608	0.011558
chr2	165289608	165289619	0.012936
chr2	165289619	165289620	0.014373
chr2	165289620	165289622	0.01587
chr2	165289622	165289623	0.014373
chr2	165289623	165289626	0.017727
chr2	165289626	165289638	0.018984
chr2	165289638	165289651	0.01563
chr2	165289651	165289680	0.013953
chr2	165289680	165289685	0.01545
chr2	165289685	165289690	0.013594
chr2	165289690	165289702	0.016528
chr2	165289702	165289708	0.013234
chr2	165289708	165289716	0.011796
chr2	165289716	165289719	0.010419
chr2	165289719	165289723	0.008922
chr2	165289723	165289725	0.005628
chr2	165289725	165289726	0.007305
chr2	165289726	165289727	0.006048
chr2	165289727	165289728	0.007305
chr2	165289728	165289745	0.008682
chr2	165289745	165289747	0.014011
chr2	165289747	165289752	0.016885
chr2	165289752	165289755	0.018322
chr2	165289755	165289756	0.021616
chr2	165289756	165289761	0.023113
chr2	165289761	165289765	0.025269
chr2	165289765	165289780	0.027245
chr2	165289780	165289790	0.025748
chr2	165289790	165289813	0.022875
chr2	165289813	165289825	0.026827
chr2	165289825	165289827	0.02515
chr2	165289827	165289828	0.023893
chr2	165289828	165289830	0.022515
chr2	165289830	165289831	0.023892
chr2	165289831	165289834	0.025749
chr2	165289834	165289845	0.027905
chr2	165289845	165289846	0.022576
chr2	165289846	165289847	0.026768
chr2	165289847	165289852	0.023834
chr2	165289852	165289855	0.025091
chr2	165289855	165289856	0.021797
chr2	165289856	165289861	0.02036
chr2	165289861	165289863	0.018204
chr2	165289863	165289865	0.019642
chr2	165289865	165289874	0.017665
chr2	165289874	165289891	0.02042
chr2	165289891	165289895	0.023055
chr2	165289895	165289896	0.025869
chr2	165289896	165289900	0.032575
chr2	165289900	165289901	0.034191
chr2	165289901	165289913	0.036168
chr2	165289913	165289930	0.032156
chr2	165289930	165289931	0.030778
chr2	165289931	165289934	0.030658
chr2	165289934	165289946	0.028502
chr2	165289946	165289952	0.02431
chr2	165289952	165289963	0.021676
chr2	165289963	165289974	0.020298
chr2	165289974	165289990	0.017544
chr2	165289990	165289995	0.014849
chr2	165289995	165289996	0.012035
chr2	165289996	165290000	0.005329
chr2	165290000	165290001	0.003713
chr2	165290001	165290009	0.003233
chr2	165290009	165290017	0.001736
chr2	165290017	165290019	0.004311
chr2	165290019	165290021	0.007605
chr2	165290021	165290031	0.011797
chr2	165290031	165290098	0.01006
chr2	165290098	165290112	0.01533
chr2	165290112	165290117	0.018624
chr2	165290117	165290119	0.016049
chr2	165290119	165290121	0.012756
chr2	165290121	165290129	0.008564
chr2	165290129	165290133	0.01018
chr2	165290133	165290136	0.012097
chr2	165290136	165290158	0.014911
chr2	165290158	165290180	0.025391
chr2	165290180	165290184	0.027367
chr2	165290184	165290198	0.029284
chr2	165290198	165290203	0.024014
chr2	165290203	165290212	0.027847
chr2	165290212	165290222	0.024553
chr2	165290222	165290229	0.026469
chr2	165290229	165290233	0.024853
chr2	165290233	165290236	0.022876
chr2	165290236	165290242	0.020062
chr2	165290242	165290258	0.028745
chr2	165290258	165290264	0.018206
chr2	165290264	165290267	0.021739
chr2	165290267	165290268	0.023475
chr2	165290268	165290278	0.026289
chr2	165290278	165290279	0.024373
chr2	165290279	165290283	0.021559
chr2	165290283	165290284	0.023655
chr2	165290284	165290285	0.021738
chr2	165290285	165290293	0.024972
chr2	165290293	165290303	0.026888
chr2	165290303	165290310	0.022995
chr2	165290310	165290322	0.024851
chr2	165290322	165290324	0.022935
chr2	165290324	165290342	0.026468
chr2	165290342	165290346	0.017845
chr2	165290346	165290348	0.018743
chr2	165290348	165290364	0.019641
chr2	165290364	165290366	0.016108
chr2	165290366	165290372	0.014372
chr2	165290372	165290374	0.017426
chr2	165290374	165290383	0.022635
chr2	165290383	165290385	0.020599
chr2	165290385	165290393	0.017366
chr2	165290393	165290401	0.015449
chr2	165290401	165290410	0.020478
chr2	165290410	165290424	0.018682
chr2	165290424	165290427	0.015149
chr2	165290427	165290431	0.018203
chr2	165290431	165290432	0.023412
chr2	165290432	165290436	0.025808
chr2	165290436	165290446	0.031078
chr2	165290446	165290447	0.030179
chr2	165290447	165290463	0.029281
chr2	165290463	165290472	0.031197
chr2	165290472	165290474	0.028143
chr2	165290474	165290501	0.022934
chr2	165290501	165290503	0.017844
chr2	165290503	165290527	0.019341
chr2	165290527	165290531	0.016287
chr2	165290531	165290532	0.011078
chr2	165290532	165290536	0.008683
chr2	165290536	165290551	0.003413
chr2	165290551	165290563	0.005808
chr2	165290563	165290599	0.003892
chr2	165290599	165290602	0.008562
chr2	165290602	165290603	0.012095
chr2	165290603	165290619	0.010598
chr2	165290619	165290629	0.012693
chr2	165290629	165290631	0.031736
chr2	165290631	165290646	0.034371
chr2	165290646	165290651	0.039221
chr2	165290651	165290656	0.032394
chr2	165290656	165290658	0.034609
chr2	165290658	165290660	0.035328
chr2	165290660	165290661	0.037125
chr2	165290661	165290663	0.039641
chr2	165290663	165290664	0.043771
chr2	165290664	165290674	0.041915
chr2	165290674	165290680	0.046825
chr2	165290680	165290682	0.043351
chr2	165290682	165290688	0.041734
chr2	165290688	165290689	0.045387
chr2	165290689	165290690	0.048381
chr2	165290690	165290695	0.053171
chr2	165290695	165290699	0.056105
chr2	165290699	165290702	0.051435
chr2	165290702	165290704	0.055868
chr2	165290704	165290706	0.054611
chr2	165290706	165290707	0.057964
chr2	165290707	165290710	0.057066
chr2	165290710	165290711	0.06012
chr2	165290711	165290712	0.058204
chr2	165290712	165290713	0.055989
chr2	165290713	165290719	0.058743
chr2	165290719	165290727	0.056648
chr2	165290727	165290730	0.054012
chr2	165290730	165290736	0.057007
chr2	165290736	165290739	0.059223
chr2	165290739	165290741	0.061857
chr2	165290741	165290742	0.06533
chr2	165290742	165290744	0.067247
chr2	165290744	165290746	0.069462
chr2	165290746	165290756	0.064612
chr2	165290756	165290757	0.062336
chr2	165290757	165290758	0.065091
chr2	165290758	165290760	0.064373
chr2	165290760	165290761	0.064433
chr2	165290761	165290762	0.063054
chr2	165290762	165290763	0.065629
chr2	165290763	165290774	0.063474
chr2	165290774	165290775	0.061378
chr2	165290775	165290777	0.064911
chr2	165290777	165290782	0.069043
chr2	165290782	165290785	0.070181
chr2	165290785	165290788	0.026767
chr2	165290788	165290791	0.023115
chr2	165290791	165290793	0.026948
chr2	165290793	165290795	0.029283
chr2	165290795	165290798	0.026349
chr2	165290798	165290800	0.029223
chr2	165290800	165290802	0.03102
chr2	165290802	165290810	0.027245
chr2	165290810	165290813	0.028742
chr2	165290813	165290815	0.025987
chr2	165290815	165290819	0.033953
chr2	165290819	165290820	0.035151
chr2	165290820	165290823	0.039343
chr2	165290823	165290830	0.040959
chr2	165290830	165290838	0.04024
chr2	165290838	165290844	0.044611
chr2	165290844	165290850	0.042396
chr2	165290850	165290853	0.043114
chr2	165290853	165290854	0.04533
chr2	165290854	165290860	0.047186
chr2	165290860	165290861	0.04994
chr2	165290861	165290862	0.050659
chr2	165290862	165290867	0.054311
chr2	165290867	165290869	0.055749
chr2	165290869	165290871	0.058503
chr2	165290871	165290875	0.062395
chr2	165290875	165290879	0.058862
chr2	165290879	165290887	0.057665
chr2	165290887	165290889	0.059461
chr2	165290889	165290891	0.062394
chr2	165290891	165290893	0.058502
chr2	165290893	165290896	0.056106
chr2	165290896	165290898	0.058142
chr2	165290898	165290899	0.055328
chr2	165290899	165290900	0.0594
chr2	165290900	165290902	0.063771
chr2	165290902	165290904	0.05958
chr2	165290904	165290908	0.061077
chr2	165290908	165290910	0.063293
chr2	165290910	165290914	0.067065
chr2	165290914	165290915	0.071497
chr2	165290915	165290916	0.063531
chr2	165290916	165290919	0.067543
chr2	165290919	165290920	0.066345
chr2	165290920	165290923	0.064908
chr2	165290923	165290936	0.063352
chr2	165290936	165290938	0.066765
chr2	165290938	165290949	0.062334
chr2	165290949	165290950	0.064131
chr2	165290950	165290951	0.063412
chr2	165290951	165290953	0.065328
chr2	165290953	165290954	0.063112
chr2	165290954	165290960	0.061316
chr2	165290960	165290961	0.056646
chr2	165290961	165290962	0.055927
chr2	165290962	165290967	0.052275
chr2	165290967	165290969	0.052874
chr2	165290969	165290971	0.050179
chr2	165290971	165290987	0.046287
chr2	165290987	165290989	0.044431
chr2	165290989	165290996	0.041497
chr2	165290996	165290999	0.039461
chr2	165290999	165291000	0.035389
chr2	165291000	165291004	0.029223
chr2	165291004	165291008	0.027726
chr2	165291008	165291010	0.02551
chr2	165291010	165291014	0.020181
chr2	165291014	165291016	0.015749
chr2	165291016	165291020	0.011797
chr2	165291020	165291036	0.009162
chr2	165291036	165291043	0.005689
chr2	165291043	165291049	0.009282
chr2	165291049	165291051	0.007486
chr2	165291051	165291056	0.005509
chr2	165291056	165291059	0.007486
chr2	165291059	165291063	0.005509
chr2	165291063	165291082	0.009102
chr2	165291082	165291094	0.012995
chr2	165291094	165291130	0.01533
chr2	165291130	165291133	0.017307
chr2	165291133	165291135	0.019163
chr2	165291135	165291136	0.023354
chr2	165291136	165291143	0.025091
chr2	165291143	165291156	0.021498
chr2	165291156	165291160	0.019521
chr2	165291160	165291161	0.022157
chr2	165291161	165291163	0.023893
chr2	165291163	165291174	0.0203
chr2	165291174	165291182	0.02515
chr2	165291182	165291184	0.021257
chr2	165291184	165291194	0.01964
chr2	165291194	165291199	0.017365
chr2	165291199	165291203	0.019041
chr2	165291203	165291206	0.022934
chr2	165291206	165291207	0.02485
chr2	165291207	165291230	0.026706
chr2	165291230	165291233	0.02479
chr2	165291233	165291235	0.022874
chr2	165291235	165291250	0.017006
chr2	165291250	165291258	0.018503
chr2	165291258	165291260	0.017006
chr2	165291260	165291261	0.014371
chr2	165291261	165291263	0.012634
chr2	165291263	165291265	0.017604
chr2	165291265	165291269	0.020239
chr2	165291269	165291270	0.022455
chr2	165291270	165291274	0.024492
